danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.463,0.624,7,-5.118,1,0.0274,0.426,0,0.221,0.521,147.929,audio_features,7dH0dpi751EoguDDg3xx6J,spotify:track:7dH0dpi751EoguDDg3xx6J,https://api.spotify.com/v1/tracks/7dH0dpi751EoguDDg3xx6J,https://api.spotify.com/v1/audio-analysis/7dH0dpi751EoguDDg3xx6J,285587,4
0.505,0.769,3,-5.326,1,0.0363,0.113,0,0.0828,0.537,154.046,audio_features,3NP2nqAgMELIV3MAhrFNMx,spotify:track:3NP2nqAgMELIV3MAhrFNMx,https://api.spotify.com/v1/tracks/3NP2nqAgMELIV3MAhrFNMx,https://api.spotify.com/v1/audio-analysis/3NP2nqAgMELIV3MAhrFNMx,276040,4
0.498,0.92,0,-3.546,1,0.109,0.0676,0,0.342,0.702,114.901,audio_features,1jtBcfrVYDtykjyM66hroR,spotify:track:1jtBcfrVYDtykjyM66hroR,https://api.spotify.com/v1/tracks/1jtBcfrVYDtykjyM66hroR,https://api.spotify.com/v1/audio-analysis/1jtBcfrVYDtykjyM66hroR,189080,4
0.54,0.706,9,-5.235,1,0.0543,0.0171,0,0.225,0.385,172.021,audio_features,4pRqq3MwcqitKqNO8rOrOb,spotify:track:4pRqq3MwcqitKqNO8rOrOb,https://api.spotify.com/v1/tracks/4pRqq3MwcqitKqNO8rOrOb,https://api.spotify.com/v1/audio-analysis/4pRqq3MwcqitKqNO8rOrOb,282027,4
0.683,0.318,0,-13.335,1,0.0349,0.71,9.05e-05,0.167,0.587,144.027,audio_features,3LnOrbvzt0zqeeykefwzfD,spotify:track:3LnOrbvzt0zqeeykefwzfD,https://api.spotify.com/v1/tracks/3LnOrbvzt0zqeeykefwzfD,https://api.spotify.com/v1/audio-analysis/3LnOrbvzt0zqeeykefwzfD,255000,4
0.579,0.952,5,-2.678,0,0.054,0.00459,0,0.113,0.352,94.026,audio_features,1HHOkD7fuNCBnImFrlDRVi,spotify:track:1HHOkD7fuNCBnImFrlDRVi,https://api.spotify.com/v1/tracks/1HHOkD7fuNCBnImFrlDRVi,https://api.spotify.com/v1/audio-analysis/1HHOkD7fuNCBnImFrlDRVi,270307,4
0.528,0.617,2,-5.07,1,0.0263,0.0303,0,0.334,0.497,72.023,audio_features,5TIMNeqGc26Ohw0yfcAfGB,spotify:track:5TIMNeqGc26Ohw0yfcAfGB,https://api.spotify.com/v1/tracks/5TIMNeqGc26Ohw0yfcAfGB,https://api.spotify.com/v1/audio-analysis/5TIMNeqGc26Ohw0yfcAfGB,304813,4
0.786,0.719,7,-4.77,0,0.0353,0.0144,0.000638,0.0887,0.686,117.981,audio_features,6oLejuhWNQf76ydBbtLrT9,spotify:track:6oLejuhWNQf76ydBbtLrT9,https://api.spotify.com/v1/tracks/6oLejuhWNQf76ydBbtLrT9,https://api.spotify.com/v1/audio-analysis/6oLejuhWNQf76ydBbtLrT9,178712,4
0.608,0.749,0,-4.605,1,0.0536,0.00745,0.000297,0.0366,0.821,180.014,audio_features,6z1TvLTR0oOsWSJfDrERmj,spotify:track:6z1TvLTR0oOsWSJfDrERmj,https://api.spotify.com/v1/tracks/6z1TvLTR0oOsWSJfDrERmj,https://api.spotify.com/v1/audio-analysis/6z1TvLTR0oOsWSJfDrERmj,242182,4
0.403,0.778,11,-4.856,1,0.0395,0.00203,0,0.227,0.628,115.581,audio_features,23atyJacJVHvB9RHBNhr35,spotify:track:23atyJacJVHvB9RHBNhr35,https://api.spotify.com/v1/tracks/23atyJacJVHvB9RHBNhr35,https://api.spotify.com/v1/audio-analysis/23atyJacJVHvB9RHBNhr35,222640,4
0.68,0.906,10,-1.419,1,0.0478,0.158,0,0.122,0.806,127.989,audio_features,2He9deEfdXYWxnTUi0oOb0,spotify:track:2He9deEfdXYWxnTUi0oOb0,https://api.spotify.com/v1/tracks/2He9deEfdXYWxnTUi0oOb0,https://api.spotify.com/v1/audio-analysis/2He9deEfdXYWxnTUi0oOb0,228546,4
0.791,0.595,10,-8.58,1,0.0338,0.385,0,0.163,0.676,99.996,audio_features,0iOGDICJeFjwB6OHaa04WR,spotify:track:0iOGDICJeFjwB6OHaa04WR,https://api.spotify.com/v1/tracks/0iOGDICJeFjwB6OHaa04WR,https://api.spotify.com/v1/audio-analysis/0iOGDICJeFjwB6OHaa04WR,249845,4
0.467,0.549,9,-6.449,1,0.027,0.233,0,0.115,0.251,157.998,audio_features,2RZ34MuLUy5xmdnv2iDnvW,spotify:track:2RZ34MuLUy5xmdnv2iDnvW,https://api.spotify.com/v1/tracks/2RZ34MuLUy5xmdnv2iDnvW,https://api.spotify.com/v1/audio-analysis/2RZ34MuLUy5xmdnv2iDnvW,257307,4
0.559,0.448,8,-4.11,1,0.0275,0.537,1.85e-05,0.0915,0.354,148.02,audio_features,75FctdPRaAIaFLkwF5JjQl,spotify:track:75FctdPRaAIaFLkwF5JjQl,https://api.spotify.com/v1/tracks/75FctdPRaAIaFLkwF5JjQl,https://api.spotify.com/v1/audio-analysis/75FctdPRaAIaFLkwF5JjQl,296653,4
0.761,0.456,3,-4.694,1,0.0381,0.351,2.65e-05,0.0767,0.479,92.024,audio_features,2UX4QPBwnx3lf4ZO1Hid2z,spotify:track:2UX4QPBwnx3lf4ZO1Hid2z,https://api.spotify.com/v1/tracks/2UX4QPBwnx3lf4ZO1Hid2z,https://api.spotify.com/v1/audio-analysis/2UX4QPBwnx3lf4ZO1Hid2z,209587,4
0.688,0.53,9,-6.291,1,0.024,0.236,1.56e-05,0.339,0.327,92.001,audio_features,3WKi9Dk8kSwFquGUvpRz6e,spotify:track:3WKi9Dk8kSwFquGUvpRz6e,https://api.spotify.com/v1/tracks/3WKi9Dk8kSwFquGUvpRz6e,https://api.spotify.com/v1/audio-analysis/3WKi9Dk8kSwFquGUvpRz6e,245860,4
0.438,0.646,1,-5.301,1,0.0361,0.124,0,0.0603,0.745,102.033,audio_features,2SihT7AVMiI2VtaAyVIcnO,spotify:track:2SihT7AVMiI2VtaAyVIcnO,https://api.spotify.com/v1/tracks/2SihT7AVMiI2VtaAyVIcnO,https://api.spotify.com/v1/audio-analysis/2SihT7AVMiI2VtaAyVIcnO,200219,4
0.537,0.793,8,-3.446,1,0.04,0.217,0.000361,0.143,0.73,180.029,audio_features,4BE1OloRc9xwjyqA4wFFuN,spotify:track:4BE1OloRc9xwjyqA4wFFuN,https://api.spotify.com/v1/tracks/4BE1OloRc9xwjyqA4wFFuN,https://api.spotify.com/v1/audio-analysis/4BE1OloRc9xwjyqA4wFFuN,242667,4
0.582,0.401,0,-6.816,0,0.0292,0.102,1.84e-05,0.363,0.154,99.982,audio_features,58P3VN60GEMmzG3AlnxINg,spotify:track:58P3VN60GEMmzG3AlnxINg,https://api.spotify.com/v1/tracks/58P3VN60GEMmzG3AlnxINg,https://api.spotify.com/v1/audio-analysis/58P3VN60GEMmzG3AlnxINg,271876,4
0.807,0.653,2,-6.308,1,0.0443,0.0349,9.08e-06,0.111,0.939,119.019,audio_features,3tw4Jysd48kMcKsdnGYLee,spotify:track:3tw4Jysd48kMcKsdnGYLee,https://api.spotify.com/v1/tracks/3tw4Jysd48kMcKsdnGYLee,https://api.spotify.com/v1/audio-analysis/3tw4Jysd48kMcKsdnGYLee,180760,4
0.719,0.773,7,-4.582,1,0.0311,0.00464,1.24e-06,0.0693,0.808,105.002,audio_features,6eGBsNGv7xFcfUQtdlp7WJ,spotify:track:6eGBsNGv7xFcfUQtdlp7WJ,https://api.spotify.com/v1/tracks/6eGBsNGv7xFcfUQtdlp7WJ,https://api.spotify.com/v1/audio-analysis/6eGBsNGv7xFcfUQtdlp7WJ,200787,4
0.439,0.708,7,-3.825,1,0.0528,0.0129,0,0.147,0.454,160.027,audio_features,0tnhoHUrHfcLi9hPknUFZ4,spotify:track:0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/tracks/0tnhoHUrHfcLi9hPknUFZ4,https://api.spotify.com/v1/audio-analysis/0tnhoHUrHfcLi9hPknUFZ4,321307,4
0.64,0.85,5,-5.83,1,0.039,0.32,0.00243,0.178,0.604,99.979,audio_features,6SNXEbIkap8lN8cuDdjXox,spotify:track:6SNXEbIkap8lN8cuDdjXox,https://api.spotify.com/v1/tracks/6SNXEbIkap8lN8cuDdjXox,https://api.spotify.com/v1/audio-analysis/6SNXEbIkap8lN8cuDdjXox,252067,4
0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,audio_features,6etVkKF8FAy4jXcSl8jlEO,spotify:track:6etVkKF8FAy4jXcSl8jlEO,https://api.spotify.com/v1/tracks/6etVkKF8FAy4jXcSl8jlEO,https://api.spotify.com/v1/audio-analysis/6etVkKF8FAy4jXcSl8jlEO,258859,4
0.456,0.412,3,-6.73,1,0.027,0.817,0,0.286,0.308,147.94,audio_features,7M2ZtqHQWtrDW9oGodD6vm,spotify:track:7M2ZtqHQWtrDW9oGodD6vm,https://api.spotify.com/v1/tracks/7M2ZtqHQWtrDW9oGodD6vm,https://api.spotify.com/v1/audio-analysis/7M2ZtqHQWtrDW9oGodD6vm,316000,4
0.379,0.941,6,-2.969,1,0.238,0.000431,1.3e-05,0.311,0.553,186.89,audio_features,1OS3kgxIBgYqkCfUCkfakM,spotify:track:1OS3kgxIBgYqkCfUCkfakM,https://api.spotify.com/v1/tracks/1OS3kgxIBgYqkCfUCkfakM,https://api.spotify.com/v1/audio-analysis/1OS3kgxIBgYqkCfUCkfakM,285107,4
danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.334,0.877,1,-6.271,0,0.0526,0.0001,0.156,0.319,0.321,178.042,audio_features,4M8ymIlXycNgTuAdqISAxy,spotify:track:4M8ymIlXycNgTuAdqISAxy,https://api.spotify.com/v1/tracks/4M8ymIlXycNgTuAdqISAxy,https://api.spotify.com/v1/audio-analysis/4M8ymIlXycNgTuAdqISAxy,281027,4
0.431,0.872,11,-4.744,1,0.078,0.0162,0,0.184,0.52,144.08,audio_features,4fiKVN0TDzTVr1OBvxGo8m,spotify:track:4fiKVN0TDzTVr1OBvxGo8m,https://api.spotify.com/v1/tracks/4fiKVN0TDzTVr1OBvxGo8m,https://api.spotify.com/v1/audio-analysis/4fiKVN0TDzTVr1OBvxGo8m,324920,4
0.705,0.666,5,-4.587,0,0.0361,0.437,0,0.165,0.502,109.953,audio_features,5yp5wFjiFMI5TiYKBTUSzs,spotify:track:5yp5wFjiFMI5TiYKBTUSzs,https://api.spotify.com/v1/tracks/5yp5wFjiFMI5TiYKBTUSzs,https://api.spotify.com/v1/audio-analysis/5yp5wFjiFMI5TiYKBTUSzs,283867,4
0.629,0.939,0,-2.931,1,0.0542,0.0516,0,0.305,0.91,139.001,audio_features,5wbM5DwZfnfM0U1UFpq8xQ,spotify:track:5wbM5DwZfnfM0U1UFpq8xQ,https://api.spotify.com/v1/tracks/5wbM5DwZfnfM0U1UFpq8xQ,https://api.spotify.com/v1/audio-analysis/5wbM5DwZfnfM0U1UFpq8xQ,241112,4
0.376,0.551,11,-5.037,1,0.0292,0.698,1.01e-06,0.324,0.256,153.855,audio_features,74RtPEeGyGfCjpkmWz5x16,spotify:track:74RtPEeGyGfCjpkmWz5x16,https://api.spotify.com/v1/tracks/74RtPEeGyGfCjpkmWz5x16,https://api.spotify.com/v1/audio-analysis/74RtPEeGyGfCjpkmWz5x16,307660,4
0.455,0.951,11,-2.365,0,0.109,0.0357,0.000614,0.389,0.383,131.814,audio_features,2RdWtPUo9k7HRKxb3sZqQ6,spotify:track:2RdWtPUo9k7HRKxb3sZqQ6,https://api.spotify.com/v1/tracks/2RdWtPUo9k7HRKxb3sZqQ6,https://api.spotify.com/v1/audio-analysis/2RdWtPUo9k7HRKxb3sZqQ6,226027,4
0.573,0.682,7,-4.528,1,0.0255,0.206,0,0.339,0.532,78.993,audio_features,5Ba7niwvjbRuXThSLgef3U,spotify:track:5Ba7niwvjbRuXThSLgef3U,https://api.spotify.com/v1/tracks/5Ba7niwvjbRuXThSLgef3U,https://api.spotify.com/v1/audio-analysis/5Ba7niwvjbRuXThSLgef3U,338333,4
0.416,0.923,6,-7.419,1,0.0787,0.0187,0.000148,0.136,0.61,160.028,audio_features,4ufeZ2ujGGq78BRfHeIeOr,spotify:track:4ufeZ2ujGGq78BRfHeIeOr,https://api.spotify.com/v1/tracks/4ufeZ2ujGGq78BRfHeIeOr,https://api.spotify.com/v1/audio-analysis/4ufeZ2ujGGq78BRfHeIeOr,269547,4
0.523,0.763,0,-3.437,1,0.0309,0.117,0,0.207,0.355,79.004,audio_features,5ib7J67x4eKztPaNmmlqfD,spotify:track:5ib7J67x4eKztPaNmmlqfD,https://api.spotify.com/v1/tracks/5ib7J67x4eKztPaNmmlqfD,https://api.spotify.com/v1/audio-analysis/5ib7J67x4eKztPaNmmlqfD,364347,4
0.353,0.53,6,-6.299,1,0.0344,0.365,0,0.0873,0.328,140.07,audio_features,6dgaCNWPyvYCmkQddmRS9f,spotify:track:6dgaCNWPyvYCmkQddmRS9f,https://api.spotify.com/v1/tracks/6dgaCNWPyvYCmkQddmRS9f,https://api.spotify.com/v1/audio-analysis/6dgaCNWPyvYCmkQddmRS9f,362720,4
0.656,0.939,10,-4.042,0,0.0792,0.192,0,0.373,0.744,134.946,audio_features,7jqRTdBUqNhJaI0fKdOClO,spotify:track:7jqRTdBUqNhJaI0fKdOClO,https://api.spotify.com/v1/tracks/7jqRTdBUqNhJaI0fKdOClO,https://api.spotify.com/v1/audio-analysis/7jqRTdBUqNhJaI0fKdOClO,267515,4
0.555,0.649,9,-5.638,1,0.0323,0.0349,0,0.29,0.253,124.03,audio_features,4o2Htg1ZZm3DW6m1UJvJnc,spotify:track:4o2Htg1ZZm3DW6m1UJvJnc,https://api.spotify.com/v1/tracks/4o2Htg1ZZm3DW6m1UJvJnc,https://api.spotify.com/v1/audio-analysis/4o2Htg1ZZm3DW6m1UJvJnc,433893,4
0.654,0.675,3,-4.067,1,0.0297,0.604,0,0.0735,0.368,117.03,audio_features,3MdexUBPABPd1E8XKvEl85,spotify:track:3MdexUBPABPd1E8XKvEl85,https://api.spotify.com/v1/tracks/3MdexUBPABPd1E8XKvEl85,https://api.spotify.com/v1/audio-analysis/3MdexUBPABPd1E8XKvEl85,321400,4
0.647,0.971,0,-0.5,0,0.0317,0.00739,0.0192,0.183,0.963,135.002,audio_features,2C3Gb3aVFywnfWqxqi0gRX,spotify:track:2C3Gb3aVFywnfWqxqi0gRX,https://api.spotify.com/v1/tracks/2C3Gb3aVFywnfWqxqi0gRX,https://api.spotify.com/v1/audio-analysis/2C3Gb3aVFywnfWqxqi0gRX,211213,4
0.495,0.422,8,-6.757,1,0.0314,0.539,5.46e-06,0.111,0.219,147.556,audio_features,64awLoKSPoQ5M6YulMsyCe,spotify:track:64awLoKSPoQ5M6YulMsyCe,https://api.spotify.com/v1/tracks/64awLoKSPoQ5M6YulMsyCe,https://api.spotify.com/v1/audio-analysis/64awLoKSPoQ5M6YulMsyCe,307813,4
0.568,0.889,8,-3.585,1,0.0419,0.164,0,0.208,0.545,113.994,audio_features,17gHJROG3V99TciNBTsu41,spotify:track:17gHJROG3V99TciNBTsu41,https://api.spotify.com/v1/tracks/17gHJROG3V99TciNBTsu41,https://api.spotify.com/v1/audio-analysis/17gHJROG3V99TciNBTsu41,240680,4
0.56,0.875,11,-3.434,1,0.0378,0.209,0,0.0827,0.593,130.966,audio_features,4qIQn9YSS8hPc6ItNjxySJ,spotify:track:4qIQn9YSS8hPc6ItNjxySJ,https://api.spotify.com/v1/tracks/4qIQn9YSS8hPc6ItNjxySJ,https://api.spotify.com/v1/audio-analysis/4qIQn9YSS8hPc6ItNjxySJ,276408,4
0.515,0.948,0,-5.821,0,0.121,0.0565,3.4e-06,0.37,0.62,131.055,audio_features,1RFqr5izPF2E8Er5CG1Z2z,spotify:track:1RFqr5izPF2E8Er5CG1Z2z,https://api.spotify.com/v1/tracks/1RFqr5izPF2E8Er5CG1Z2z,https://api.spotify.com/v1/audio-analysis/1RFqr5izPF2E8Er5CG1Z2z,253280,4
0.495,0.91,1,-3.82,1,0.0365,0.00795,0.00123,0.106,0.472,132.026,audio_features,2A0t0Cgbb6PA5JJqBXRMgJ,spotify:track:2A0t0Cgbb6PA5JJqBXRMgJ,https://api.spotify.com/v1/tracks/2A0t0Cgbb6PA5JJqBXRMgJ,https://api.spotify.com/v1/audio-analysis/2A0t0Cgbb6PA5JJqBXRMgJ,315900,4
0.575,0.665,1,-4.196,1,0.0338,0.701,0,0.0991,0.452,93.082,audio_features,2XcvBwafEOIpk652FqcO6r,spotify:track:2XcvBwafEOIpk652FqcO6r,https://api.spotify.com/v1/tracks/2XcvBwafEOIpk652FqcO6r,https://api.spotify.com/v1/audio-analysis/2XcvBwafEOIpk652FqcO6r,306053,4
0.395,0.243,9,-10.394,1,0.0291,0.799,2.36e-06,0.14,0.396,108.032,audio_features,5xa3zRbvV7Zd2ieiA1Fb0F,spotify:track:5xa3zRbvV7Zd2ieiA1Fb0F,https://api.spotify.com/v1/tracks/5xa3zRbvV7Zd2ieiA1Fb0F,https://api.spotify.com/v1/audio-analysis/5xa3zRbvV7Zd2ieiA1Fb0F,592613,3
0.683,0.871,1,-3.387,0,0.0286,0.195,0,0.337,0.866,124.979,audio_features,67hqNYkYImuoGwtXE6HYnI,spotify:track:67hqNYkYImuoGwtXE6HYnI,https://api.spotify.com/v1/tracks/67hqNYkYImuoGwtXE6HYnI,https://api.spotify.com/v1/audio-analysis/67hqNYkYImuoGwtXE6HYnI,224533,4
0.324,0.951,3,-4.531,1,0.116,0.0178,0,0.212,0.23,172.455,audio_features,4AGeksmtOxCVjcCm9nfiGP,spotify:track:4AGeksmtOxCVjcCm9nfiGP,https://api.spotify.com/v1/tracks/4AGeksmtOxCVjcCm9nfiGP,https://api.spotify.com/v1/audio-analysis/4AGeksmtOxCVjcCm9nfiGP,312307,4
0.568,0.93,0,-4.774,1,0.0518,0.000469,0,0.167,0.705,126.931,audio_features,1nweUtCZuORkZiHdfu2epT,spotify:track:1nweUtCZuORkZiHdfu2epT,https://api.spotify.com/v1/tracks/1nweUtCZuORkZiHdfu2epT,https://api.spotify.com/v1/audio-analysis/1nweUtCZuORkZiHdfu2epT,295320,4
0.632,0.915,2,-3.0,1,0.151,0.14,0,0.361,0.501,94.018,audio_features,63b1Kq6OLrYCNCLNXL2tLn,spotify:track:63b1Kq6OLrYCNCLNXL2tLn,https://api.spotify.com/v1/tracks/63b1Kq6OLrYCNCLNXL2tLn,https://api.spotify.com/v1/audio-analysis/63b1Kq6OLrYCNCLNXL2tLn,257747,4
0.563,0.899,7,-2.528,1,0.0317,0.339,1.71e-05,0.396,0.338,132.025,audio_features,0ZGSqq2w7og9UQyWYBXLSq,spotify:track:0ZGSqq2w7og9UQyWYBXLSq,https://api.spotify.com/v1/tracks/0ZGSqq2w7og9UQyWYBXLSq,https://api.spotify.com/v1/audio-analysis/0ZGSqq2w7og9UQyWYBXLSq,293453,4
0.495,0.508,2,-4.359,1,0.0254,0.11,0,0.076,0.332,140.044,audio_features,5ZzGMT8NqxqM7TsO04LAb1,spotify:track:5ZzGMT8NqxqM7TsO04LAb1,https://api.spotify.com/v1/tracks/5ZzGMT8NqxqM7TsO04LAb1,https://api.spotify.com/v1/audio-analysis/5ZzGMT8NqxqM7TsO04LAb1,344027,4
0.343,0.945,4,-1.864,1,0.055,0.00345,0.0806,0.404,0.493,189.933,audio_features,3cvGICExAQax7ert5oCM54,spotify:track:3cvGICExAQax7ert5oCM54,https://api.spotify.com/v1/tracks/3cvGICExAQax7ert5oCM54,https://api.spotify.com/v1/audio-analysis/3cvGICExAQax7ert5oCM54,302627,4
0.459,0.68,2,-3.399,1,0.0352,0.483,0,0.0893,0.383,143.771,audio_features,4jXEmy1EoHcu2dYequBPot,spotify:track:4jXEmy1EoHcu2dYequBPot,https://api.spotify.com/v1/tracks/4jXEmy1EoHcu2dYequBPot,https://api.spotify.com/v1/audio-analysis/4jXEmy1EoHcu2dYequBPot,275456,4
0.631,0.914,9,-2.736,1,0.0535,0.132,0,0.426,0.785,146.887,audio_features,7vXxYbfD6GBg9XFBjtWbcG,spotify:track:7vXxYbfD6GBg9XFBjtWbcG,https://api.spotify.com/v1/tracks/7vXxYbfD6GBg9XFBjtWbcG,https://api.spotify.com/v1/audio-analysis/7vXxYbfD6GBg9XFBjtWbcG,237200,4
0.567,0.759,3,-4.437,0,0.0517,0.0322,0,0.248,0.643,149.691,audio_features,6xkRAXgNOwPXjpl8bD0WRe,spotify:track:6xkRAXgNOwPXjpl8bD0WRe,https://api.spotify.com/v1/tracks/6xkRAXgNOwPXjpl8bD0WRe,https://api.spotify.com/v1/audio-analysis/6xkRAXgNOwPXjpl8bD0WRe,336453,4
0.573,0.559,8,-6.467,1,0.0304,0.331,0,0.0974,0.271,147.905,audio_features,43avlEpHfR1eo25y7rDS8a,spotify:track:43avlEpHfR1eo25y7rDS8a,https://api.spotify.com/v1/tracks/43avlEpHfR1eo25y7rDS8a,https://api.spotify.com/v1/audio-analysis/43avlEpHfR1eo25y7rDS8a,290653,4
0.542,0.965,5,-1.906,0,0.131,0.146,1.24e-06,0.0791,0.551,148.23,audio_features,6sOkBtbkO04iZCsrsmEEqR,spotify:track:6sOkBtbkO04iZCsrsmEEqR,https://api.spotify.com/v1/tracks/6sOkBtbkO04iZCsrsmEEqR,https://api.spotify.com/v1/audio-analysis/6sOkBtbkO04iZCsrsmEEqR,275307,4
0.425,0.789,6,-3.226,0,0.0469,0.0181,0,0.367,0.616,143.004,audio_features,1z9sbRTej9JymuzC65xFlS,spotify:track:1z9sbRTej9JymuzC65xFlS,https://api.spotify.com/v1/tracks/1z9sbRTej9JymuzC65xFlS,https://api.spotify.com/v1/audio-analysis/1z9sbRTej9JymuzC65xFlS,248360,4
0.55,0.977,4,-0.67,1,0.0758,0.042,0.000102,0.0355,0.626,143.999,audio_features,3t3GoanXldViSSZN4MJTWS,spotify:track:3t3GoanXldViSSZN4MJTWS,https://api.spotify.com/v1/tracks/3t3GoanXldViSSZN4MJTWS,https://api.spotify.com/v1/audio-analysis/3t3GoanXldViSSZN4MJTWS,276387,4
0.502,0.942,4,-4.402,1,0.0475,0.0355,0.0287,0.188,0.523,135.008,audio_features,4lD4FgpdQ15QpRQB89ZyFZ,spotify:track:4lD4FgpdQ15QpRQB89ZyFZ,https://api.spotify.com/v1/tracks/4lD4FgpdQ15QpRQB89ZyFZ,https://api.spotify.com/v1/audio-analysis/4lD4FgpdQ15QpRQB89ZyFZ,286827,4
0.685,0.885,2,-5.677,1,0.0395,0.242,0,0.323,0.951,122.01,audio_features,3Tw2WaAaeRj0YKtTUogJVz,spotify:track:3Tw2WaAaeRj0YKtTUogJVz,https://api.spotify.com/v1/tracks/3Tw2WaAaeRj0YKtTUogJVz,https://api.spotify.com/v1/audio-analysis/3Tw2WaAaeRj0YKtTUogJVz,284227,4
0.542,0.917,8,-2.403,1,0.0814,0.0754,0,0.28,0.712,150.996,audio_features,77JBHNti726BfsS8cX95Sk,spotify:track:77JBHNti726BfsS8cX95Sk,https://api.spotify.com/v1/tracks/77JBHNti726BfsS8cX95Sk,https://api.spotify.com/v1/audio-analysis/77JBHNti726BfsS8cX95Sk,233600,4
0.564,0.988,5,-1.205,0,0.0289,0.111,0.00676,0.102,0.95,130.02,audio_features,67QFoW0PmXKu4GffMR0TrX,spotify:track:67QFoW0PmXKu4GffMR0TrX,https://api.spotify.com/v1/tracks/67QFoW0PmXKu4GffMR0TrX,https://api.spotify.com/v1/audio-analysis/67QFoW0PmXKu4GffMR0TrX,266687,4
0.544,0.872,7,-2.883,0,0.0445,0.0119,0,0.0803,0.628,98.035,audio_features,5pW7AKWB6jrTEh5AQuppy0,spotify:track:5pW7AKWB6jrTEh5AQuppy0,https://api.spotify.com/v1/tracks/5pW7AKWB6jrTEh5AQuppy0,https://api.spotify.com/v1/audio-analysis/5pW7AKWB6jrTEh5AQuppy0,269813,4
0.639,0.576,2,-4.406,1,0.0232,0.136,0,0.0809,0.624,91.951,audio_features,67fzNVq99RAjTN26rcnk0G,spotify:track:67fzNVq99RAjTN26rcnk0G,https://api.spotify.com/v1/tracks/67fzNVq99RAjTN26rcnk0G,https://api.spotify.com/v1/audio-analysis/67fzNVq99RAjTN26rcnk0G,224973,4
0.481,0.715,5,-5.495,1,0.0296,0.0135,0,0.233,0.439,145.956,audio_features,4VKoIsRk30HzpU4BHUEAyp,spotify:track:4VKoIsRk30HzpU4BHUEAyp,https://api.spotify.com/v1/tracks/4VKoIsRk30HzpU4BHUEAyp,https://api.spotify.com/v1/audio-analysis/4VKoIsRk30HzpU4BHUEAyp,298587,4
0.592,0.808,5,-4.355,1,0.0361,0.343,1.58e-06,0.227,0.787,159.851,audio_features,1xNuNkY51qJ3wIEUkjXN4o,spotify:track:1xNuNkY51qJ3wIEUkjXN4o,https://api.spotify.com/v1/tracks/1xNuNkY51qJ3wIEUkjXN4o,https://api.spotify.com/v1/audio-analysis/1xNuNkY51qJ3wIEUkjXN4o,256467,4
0.526,0.449,10,-5.156,1,0.0323,0.255,0,0.127,0.338,78.966,audio_features,21pskqT1foelQsFWyW4PQG,spotify:track:21pskqT1foelQsFWyW4PQG,https://api.spotify.com/v1/tracks/21pskqT1foelQsFWyW4PQG,https://api.spotify.com/v1/audio-analysis/21pskqT1foelQsFWyW4PQG,314653,4
0.59,0.805,10,-5.114,1,0.092,0.0305,0,0.732,0.51,123.991,audio_features,4Z9VhmMmwAaD4pSVw8jrYg,spotify:track:4Z9VhmMmwAaD4pSVw8jrYg,https://api.spotify.com/v1/tracks/4Z9VhmMmwAaD4pSVw8jrYg,https://api.spotify.com/v1/audio-analysis/4Z9VhmMmwAaD4pSVw8jrYg,224235,4
0.652,0.826,5,-3.691,1,0.0275,0.56,0,0.304,0.619,95.012,audio_features,4wwxbxyXsvMDT6vG8arasD,spotify:track:4wwxbxyXsvMDT6vG8arasD,https://api.spotify.com/v1/tracks/4wwxbxyXsvMDT6vG8arasD,https://api.spotify.com/v1/audio-analysis/4wwxbxyXsvMDT6vG8arasD,317573,4
0.46,0.52,2,-5.054,1,0.0248,0.0956,0.000281,0.202,0.34,78.022,audio_features,2ME87MSZjEQywhnHQWVS5A,spotify:track:2ME87MSZjEQywhnHQWVS5A,https://api.spotify.com/v1/tracks/2ME87MSZjEQywhnHQWVS5A,https://api.spotify.com/v1/audio-analysis/2ME87MSZjEQywhnHQWVS5A,338253,4
0.532,0.927,5,-4.055,0,0.0551,0.00369,0.000175,0.152,0.521,127.999,audio_features,3F9ebeur7mZvWjmHao0V7A,spotify:track:3F9ebeur7mZvWjmHao0V7A,https://api.spotify.com/v1/tracks/3F9ebeur7mZvWjmHao0V7A,https://api.spotify.com/v1/audio-analysis/3F9ebeur7mZvWjmHao0V7A,324760,4
0.613,0.732,2,-5.578,1,0.0233,0.256,0,0.309,0.77,95.996,audio_features,23b0C1AE9Jt408lzWIvPSn,spotify:track:23b0C1AE9Jt408lzWIvPSn,https://api.spotify.com/v1/tracks/23b0C1AE9Jt408lzWIvPSn,https://api.spotify.com/v1/audio-analysis/23b0C1AE9Jt408lzWIvPSn,261520,4
0.777,0.716,1,-4.818,1,0.0417,0.0323,0,0.254,0.827,108.176,audio_features,0kjfFZP6Bq7bkhIj6Ht0Ny,spotify:track:0kjfFZP6Bq7bkhIj6Ht0Ny,https://api.spotify.com/v1/tracks/0kjfFZP6Bq7bkhIj6Ht0Ny,https://api.spotify.com/v1/audio-analysis/0kjfFZP6Bq7bkhIj6Ht0Ny,243800,4
